ID,Series,Repeat,Ambient Humidity,Ambient Temperature,ECSt mAU,gH+,Leaf Temperature Differential,LEF,Light Intensity (PAR),NPQt,Phi2,PhiNO,PhiNPQ,PS1 Active Centers,PS1 Open Centers,PS1 Over Reduced Centers,PS1 Oxidized Centers,vH+,time,id?,Time of Day,User,Device ID,Label,Treatment,dayspostdrought,weight,Rating ,Rootbiomass,Shootbiomass,Species
3175403,Whole Data Set,1,23.73047,28.48,0.00129,59.402,3.71,72.98,329.619,1.551,0.492,0.199,0.309,1.43,0.319,0.054,0.627,0.077,12/19/22 17:16,39,17.27388889,Zachary Noel,31:f4:e8:3e,39,OEO-198,18,102.01,4,,,L. elongata OEO-198
3175404,Whole Data Set,1,23.5918,28.59,0.00178,51.647,3.66,78.77,474.347,2.937,0.369,0.16,0.471,2.636,0.355,0.243,0.402,0.092,12/19/22 17:17,40,17.28416667,Zachary Noel,31:f4:e8:3e,40,DF,18,100.13,3,,,control drought
3175405,Whole Data Set,1,22.07227,28.78,0.00014,1211.291,3.81,21.53,67.776,0.386,0.706,0.212,0.082,1.14,0.714,-0.2,0.487,0.17,12/19/22 17:17,41,17.29777778,Zachary Noel,31:f4:e8:3e,41,OEO-304,18,102,3,,,M. calciphila OEO-304
3175406,Whole Data Set,1,22.62988,28.86,0.00009,454.547,3.85,37.05,111.872,0.233,0.736,0.214,0.05,-1.726,-0.202,1.13,0.072,0.041,12/19/22 17:18,42,17.30583333,Zachary Noel,31:f4:e8:3e,42,DF,18,133.92,0,,,control drought
3175407,Whole Data Set,1,22.59961,28.97,0.00014,183.176,3.84,32.84,148.044,2.419,0.493,0.148,0.359,0.288,0.584,-2.135,2.552,0.026,12/19/22 17:18,43,17.31472222,Zachary Noel,31:f4:e8:3e,43,NVP5,18,111.72,4,,,M. elongata NVP
3175408,Whole Data Set,1,22.89258,29.05,0.00001,-163.264,0.5,3.4,15.328,3.402,0.493,0.115,0.392,0.502,0.866,-1.239,1.372,-0.002,12/19/22 17:19,44,17.32361111,Zachary Noel,31:f4:e8:3e,44,OEO-196,18,111.84,4,,,L. elongata OEO-196
3175409,Whole Data Set,1,22.78809,29.13,0.00009,284.453,3.32,15.52,47.114,0.243,0.732,0.215,0.052,-3.194,-0.203,1.277,-0.074,0.026,12/19/22 17:19,45,17.33138889,Zachary Noel,31:f4:e8:3e,45,OEO-305,18,108.82,4,,,M. alpina OEO-305
3175410,Whole Data Set,1,22.86523,29.22,0.00025,96.36,2.77,13.64,47.673,0.483,0.636,0.246,0.119,0.665,0.13,0.541,0.329,0.024,12/19/22 17:20,46,17.33888889,Zachary Noel,31:f4:e8:3e,46,NDF,18,273.3,0,,,control No-drought
3175411,Whole Data Set,1,21.73633,29.31,0.00114,70.455,3.1,91.85,373.156,1.201,0.547,0.206,0.247,1.595,0.421,0.283,0.295,0.08,12/19/22 17:20,47,17.34722222,Zachary Noel,31:f4:e8:3e,47,CCH_F37_B,18,107.58,4,,,P. citrinum CCH_F37_B
3175412,Whole Data Set,1,21.92188,29.41,0.00106,94.14,2.78,81.03,360.843,2.052,0.499,0.164,0.337,0.964,0.419,-0.078,0.659,0.1,12/19/22 17:21,48,17.35638889,Zachary Noel,31:f4:e8:3e,48,OEO-198,18,110.38,4,,,L. elongata OEO-198
3177524,Whole Data Set,1,37.69434,22.97,0.00229,51.855,0.66,92.12,1071.744,3.578,0.191,0.177,0.632,1.668,0.162,-0.059,0.897,0.119,12/21/22 14:49,1,14.82527778,Zachary Noel,31:f4:e8:3e,1,OEO-196,20,108.3,2,,,L. elongata OEO-196
3177526,Whole Data Set,1,40.17773,23.09,0.00134,72.574,7.48,55.9,1533.531,2.041,0.081,0.302,0.617,1.2,0.02,-0.385,1.365,0.097,12/21/22 14:49,2,14.83277778,Zachary Noel,31:f4:e8:3e,2,NDF,20,253.53,0,,,control No-drought
3177528,Whole Data Set,1,42.08398,23.24,0.00138,75.952,8.09,105.62,722.161,1.183,0.325,0.309,0.366,1.442,0.412,-0.316,0.904,0.105,12/21/22 14:50,3,14.84166667,Zachary Noel,31:f4:e8:3e,3,DF,20,99.73,3,,,control drought
3177529,Whole Data Set,1,42.58887,23.46,0.00111,48.312,5.97,70.8,631.852,0.677,0.249,0.448,0.303,2.65,0.218,0.524,0.258,0.054,12/21/22 14:51,4,14.85138889,Zachary Noel,31:f4:e8:3e,4,OEO-198,20,110.88,4,,,L. elongata OEO-198
3177531,Whole Data Set,1,41.30762,23.68,0.0009,64.674,2.33,48.89,252.685,1.61,0.43,0.218,0.352,5.773,-0.147,0.439,0.709,0.058,12/21/22 14:51,5,14.85972222,Zachary Noel,31:f4:e8:3e,5,CCH_F37_B,20,107.42,3,,,P. citrinum CCH_F37_B
3177532,Whole Data Set,1,40.56934,23.89,0.00072,124.544,5.54,57.84,213.139,0.715,0.603,0.232,0.166,1.47,0.28,0.495,0.225,0.09,12/21/22 14:52,6,14.86944444,Zachary Noel,31:f4:e8:3e,6,OEO-305,20,104.74,3,,,M. alpina OEO-305
3177533,Whole Data Set,1,40.26855,24.11,0.00078,67.137,2.68,54.21,322.087,1.755,0.374,0.227,0.399,0.439,0.984,-0.722,0.738,0.052,12/21/22 14:52,7,14.87861111,Zachary Noel,31:f4:e8:3e,7,NVP5,20,108.79,3,,,M. elongata NVP
3177537,Whole Data Set,1,40.2041,24.31,0.00072,114.877,2.94,76.18,326.162,1.717,0.519,0.177,0.304,2.287,0.382,0.287,0.331,0.083,12/21/22 14:53,8,14.88722222,Zachary Noel,31:f4:e8:3e,8,OEO-304,20,105.71,3,,,M. calciphila OEO-304
3177538,Whole Data Set,1,38.65625,24.81,0.00018,200.356,2.9,37.24,111.08,0.132,0.745,0.225,0.03,0.659,0.931,-0.277,0.346,0.036,12/21/22 14:54,9,14.90694444,Zachary Noel,31:f4:e8:3e,9,NDF,20,257.54,0,,,control No-drought
3177540,Whole Data Set,1,38.30762,25.03,0.00031,268.009,3.28,74.64,254.793,0.351,0.651,0.258,0.091,1.051,0.439,0.171,0.389,0.083,12/21/22 14:55,10,14.91722222,Zachary Noel,31:f4:e8:3e,10,OEO-305,20,106.32,4,,,M. alpina OEO-305
3177542,Whole Data Set,1,38.51465,25.23,0.00119,79.403,3.02,105.94,491.468,1.094,0.479,0.249,0.272,1.727,0.479,-0.058,0.579,0.094,12/21/22 14:55,11,14.9275,Zachary Noel,31:f4:e8:3e,11,DF,20,97.22,4,,,control drought
3177543,Whole Data Set,1,38.05371,25.4,0.00137,57.892,3.17,62.54,312.289,0.873,0.445,0.297,0.259,2.292,0.21,0.301,0.489,0.079,12/21/22 14:56,12,14.93611111,Zachary Noel,31:f4:e8:3e,12,OEO-198,20,110.79,3,,,L. elongata OEO-198
3177545,Whole Data Set,1,37.91699,25.61,0.0003,84.704,3.24,35.77,119.542,0.828,0.665,0.183,0.152,1.194,0.372,0.247,0.382,0.025,12/21/22 14:56,13,14.945,Zachary Noel,31:f4:e8:3e,13,OEO-304,20,103.31,3,,,M. calciphila OEO-304
3177546,Whole Data Set,1,37.67285,25.82,0.00129,91.611,6.25,77.86,428.253,2.608,0.404,0.165,0.431,0.757,0.697,-0.29,0.593,0.118,12/21/22 14:57,14,14.95388889,Zachary Noel,31:f4:e8:3e,14,OEO-196,20,107.03,3,,,L. elongata OEO-196
3177548,Whole Data Set,1,37.44434,26.08,0.00089,131.437,3.53,122.66,547.352,0.655,0.498,0.304,0.199,1.244,0.091,-0.126,1.035,0.117,12/21/22 14:58,15,14.96694444,Zachary Noel,31:f4:e8:3e,15,NVP5,20,102.4,4,,,M. elongata NVP
3177549,Whole Data Set,1,37.23242,26.25,0.00059,101.749,3.72,55.49,200.515,0.435,0.615,0.268,0.117,1.484,0.236,0.391,0.372,0.06,12/21/22 14:58,16,14.975,Zachary Noel,31:f4:e8:3e,16,CCH_F37_B,20,108.16,3,,,P. citrinum CCH_F37_B
3177551,Whole Data Set,1,34.40625,26.58,0.00025,226.383,3.61,30.48,100.048,0.695,0.677,0.19,0.132,-0.779,-0.016,1.651,-0.635,0.057,12/21/22 14:59,17,14.99277778,Zachary Noel,31:f4:e8:3e,17,OEO-305,20,108.8,1,,,M. alpina OEO-305
3177552,Whole Data Set,1,34.58594,26.75,0.00032,203.264,3.54,75.56,244.414,0.297,0.687,0.241,0.072,0.045,0.011,-17.214,18.203,0.065,12/21/22 15:00,18,15.00222222,Zachary Noel,31:f4:e8:3e,18,NDF,20,287.93,0,,,control No-drought
3177555,Whole Data Set,1,35.02539,26.86,0.0002,228.098,3.57,21.56,65.726,0.257,0.729,0.215,0.055,0.833,1.491,-0.363,-0.129,0.046,12/21/22 15:00,19,15.01,Zachary Noel,31:f4:e8:3e,19,CCH_F37_B,20,100.93,4,,,P. citrinum CCH_F37_B
3177556,Whole Data Set,1,35.34668,27.01,3040.68166,0,3.28,73.16,293.989,0.479,0.553,0.302,0.145,1.845,0.068,0.646,0.286,0,12/21/22 15:01,20,15.01833333,Zachary Noel,31:f4:e8:3e,20,OEO-304,20,108.36,4,,,M. calciphila OEO-304
3177557,Whole Data Set,1,35.50098,27.14,0.00067,148.234,3.43,85.56,314.794,0.512,0.604,0.262,0.134,0.795,0.389,0.321,0.29,0.099,12/21/22 15:01,21,15.02916667,Zachary Noel,31:f4:e8:3e,21,OEO-196,20,107.49,3,,,L. elongata OEO-196
3177559,Whole Data Set,1,35.67676,27.25,0.00099,87.324,3.4,83.5,322.688,0.654,0.575,0.257,0.168,1.891,0.429,0.252,0.319,0.086,12/21/22 15:02,22,15.03638889,Zachary Noel,31:f4:e8:3e,22,DF,20,106.21,2,,,control drought
3177560,Whole Data Set,1,35.66309,27.38,0.00092,112.706,3.19,71.37,302.116,1.069,0.525,0.229,0.245,1.126,0.081,0.089,0.83,0.104,12/21/22 15:02,23,15.04472222,Zachary Noel,31:f4:e8:3e,23,NVP5,20,112.58,3,,,M. elongata NVP
3177562,Whole Data Set,1,35.41211,27.53,-0.00017,38.318,3.44,80.81,309.624,0.871,0.58,0.224,0.195,0.533,0.444,-0.553,1.11,-0.007,12/21/22 15:03,24,15.055,Zachary Noel,31:f4:e8:3e,24,OEO-198,20,112.49,2,,,L. elongata OEO-198
3177564,Whole Data Set,1,32.30664,27.79,0.00015,373.476,3.6,6.1,18.366,0.239,0.738,0.212,0.051,0.9,1.258,-0.558,0.3,0.056,12/21/22 15:03,25,15.06555556,Zachary Noel,31:f4:e8:3e,25,OEO-198,20,107.7,4,,,L. elongata OEO-198
3177565,Whole Data Set,1,32.18652,27.94,0.00028,201.82,3.13,27.47,87.316,0.431,0.699,0.21,0.091,0.372,0.858,-0.531,0.674,0.057,12/21/22 15:05,26,15.09083333,Zachary Noel,31:f4:e8:3e,26,OEO-304,20,105,3,,,M. calciphila OEO-304
3177566,Whole Data Set,1,32.85156,28.03,0.00015,-733.145,2.62,16.19,52.459,0.572,0.686,0.2,0.114,0.207,0.588,-1.784,2.196,-0.11,12/21/22 15:05,27,15.09833333,Zachary Noel,31:f4:e8:3e,27,NDF,20,283.16,0,,,control No-drought
3177567,Whole Data Set,1,33.08691,28.14,0.00021,145.278,3.19,26.56,100.889,2.119,0.585,0.133,0.282,-0.203,-2.818,5.233,-1.415,0.031,12/21/22 15:06,28,15.10666667,Zachary Noel,31:f4:e8:3e,28,OEO-196,20,111.67,1,,,L. elongata OEO-196
3177568,Whole Data Set,1,33.28809,28.27,0.00047,99.459,3.12,87.24,301.978,0.416,0.642,0.253,0.105,2.606,0.363,0.41,0.227,0.047,12/21/22 15:06,29,15.11555556,Zachary Noel,31:f4:e8:3e,29,OEO-305,20,108.23,3,,,M. alpina OEO-305
3177570,Whole Data Set,1,33.14062,28.39,0.00042,191.609,3.04,46.64,171.588,0.574,0.604,0.251,0.144,0.333,0.984,-1.407,1.423,0.08,12/21/22 15:07,30,15.12361111,Zachary Noel,31:f4:e8:3e,30,NVP5,20,103.61,3,,,M. elongata NVP
3177572,Whole Data Set,1,32.93359,28.5,0.00165,53.912,2.29,89.77,418.209,1.456,0.477,0.213,0.31,1.165,0.445,-0.659,1.213,0.089,12/21/22 15:07,31,15.13166667,Zachary Noel,31:f4:e8:3e,31,DF,20,106.87,4,,,control drought
3177573,Whole Data Set,1,31.78027,28.65,0.00112,115.766,3.12,99.11,425.203,1.394,0.518,0.201,0.28,0.972,0.423,-0.099,0.677,0.13,12/21/22 15:08,32,15.1425,Zachary Noel,31:f4:e8:3e,32,CCH_F37_B,20,110.16,3,,,P. citrinum CCH_F37_B
3177576,Whole Data Set,1,31.14355,28.82,0.0001,213.252,3.11,6.75,23.028,1.065,0.651,0.169,0.18,3.337,0.153,0.782,0.065,0.021,12/21/22 15:09,33,15.15611111,Zachary Noel,31:f4:e8:3e,33,NDF,20,251.93,0,,,control No-drought
3177577,Whole Data Set,1,31.1377,28.91,0.00013,-935.329,2.98,2.62,8.299,0.926,0.701,0.155,0.144,-0.272,-8.596,22.997,-13.401,-0.122,12/21/22 15:09,34,15.16305556,Zachary Noel,31:f4:e8:3e,34,OEO-305,20,107.51,2,,,M. alpina OEO-305
3177578,Whole Data Set,1,30.81934,29,0.00023,155.571,3.03,48.23,166.179,0.744,0.645,0.203,0.151,-0.892,-1.783,2.756,0.027,0.036,12/21/22 15:10,35,15.17166667,Zachary Noel,31:f4:e8:3e,35,NVP5,20,112,3,,,M. elongata NVP
3177580,Whole Data Set,1,31.05469,29.1,0.00077,104.641,2.53,76.36,321.984,1.622,0.527,0.18,0.293,0.835,0.616,-1.357,1.741,0.081,12/21/22 15:10,36,15.17944444,Zachary Noel,31:f4:e8:3e,36,CCH_F37_B,20,110.75,3,,,P. citrinum CCH_F37_B
3177582,Whole Data Set,1,31.07422,29.22,0.00073,120.457,2.67,84.42,309.568,0.445,0.606,0.272,0.121,1.02,0.355,0.168,0.477,0.088,12/21/22 15:11,37,15.19027778,Zachary Noel,31:f4:e8:3e,37,OEO-304,20,107.1,4,,,M. calciphila OEO-304
3177583,Whole Data Set,1,31.43066,29.32,0.00002,-9.381,2.87,2.53,8.103,0.52,0.695,0.201,0.104,-0.363,-2.206,3.33,-0.124,0,12/21/22 15:11,38,15.1975,Zachary Noel,31:f4:e8:3e,38,OEO-196,20,104.23,3,,,L. elongata OEO-196
3177585,Whole Data Set,1,30.91992,29.42,0.00074,142.169,2.95,79.29,298.626,0.776,0.59,0.231,0.179,0.561,0.038,-0.53,1.492,0.105,12/21/22 15:12,39,15.20583333,Zachary Noel,31:f4:e8:3e,39,OEO-198,20,102.08,4,,,L. elongata OEO-198
3177586,Whole Data Set,1,30.81934,29.53,0.00064,105.913,2.2,84.52,311.472,0.239,0.603,0.32,0.077,-1.336,-0.215,1.782,-0.567,0.068,12/21/22 15:12,40,15.215,Zachary Noel,31:f4:e8:3e,40,DF,20,99.11,3,,,control drought
3177589,Whole Data Set,1,29.75879,29.69,0.00024,105.582,3.12,39.04,125.376,0.284,0.692,0.24,0.068,0.881,0.779,0.003,0.219,0.025,12/21/22 15:13,41,15.22916667,Zachary Noel,31:f4:e8:3e,41,OEO-304,20,102.63,3,,,M. calciphila OEO-304
3177590,Whole Data Set,1,30.0293,29.77,0.00021,247.95,2.9,72.38,248.221,0.409,0.648,0.249,0.102,1.84,0.161,0.37,0.469,0.052,12/21/22 15:14,42,15.23722222,Zachary Noel,31:f4:e8:3e,42,DF,20,119.03,1,,,control drought
3177591,Whole Data Set,1,30.11914,29.86,0.00062,128.398,2.13,42.62,272.158,4.011,0.348,0.13,0.522,1.228,0.108,0.377,0.515,0.08,12/21/22 15:14,43,15.24888889,Zachary Noel,31:f4:e8:3e,43,NVP5,20,110.52,4,,,M. elongata NVP
3177593,Whole Data Set,1,29.30566,29.95,0.00008,-2906.782,2.98,11.06,33.407,0.198,0.736,0.22,0.044,0.52,0.767,-0.228,0.461,-0.233,12/21/22 15:15,44,15.2575,Zachary Noel,31:f4:e8:3e,44,OEO-196,20,110.67,2,,,L. elongata OEO-196
3177594,Whole Data Set,1,28.88867,30.03,0.00023,155.204,2.86,44.2,163.417,0.666,0.601,0.24,0.16,0.712,0.085,-0.524,1.44,0.036,12/21/22 15:15,45,15.26527778,Zachary Noel,31:f4:e8:3e,45,OEO-305,20,108.13,4,,,M. alpina OEO-305
3177595,Whole Data Set,1,29.50977,30.12,0.00011,514.194,2.51,3.1,13.187,2.611,0.523,0.132,0.345,-0.497,-0.126,2.521,-1.395,0.057,12/21/22 15:16,46,15.27305556,Zachary Noel,31:f4:e8:3e,46,NDF,20,276.1,0,,,control No-drought
3177596,Whole Data Set,1,29.65918,30.19,0.00052,78.983,2.26,45.33,163.281,0.414,0.617,0.271,0.112,2.349,0.207,0.622,0.171,0.041,12/21/22 15:16,47,15.28166667,Zachary Noel,31:f4:e8:3e,47,CCH_F37_B,20,106.56,4,,,P. citrinum CCH_F37_B
3177599,Whole Data Set,1,29.2793,30.29,0.0002,296.112,2.48,34.41,139.288,1.277,0.549,0.198,0.253,-1.229,-0.025,1.457,-0.432,0.059,12/21/22 15:17,48,15.29055556,Zachary Noel,31:f4:e8:3e,48,OEO-198,20,110.48,3,,,L. elongata OEO-198
3180209,Whole Data Set,1,19.07324,24.01,0.00061,66.164,0.8,56.48,896.433,1.146,0.14,0.401,0.459,1.59,-0.203,-1.03,2.232,0.04,12/23/22 12:01,1,12.02166667,Zachary Noel,31:f4:e8:3e,1,OEO-196,22,106.15,3,,,L. elongata OEO-196
3180211,Whole Data Set,1,24.24902,24.07,0.00024,388.174,1.02,25.99,83.944,0.4,0.688,0.223,0.089,0.345,-0.371,-0.631,2.002,0.093,12/23/22 12:01,2,12.03111111,Zachary Noel,31:f4:e8:3e,2,NDF,22,242.04,0,,,control No-drought
3180212,Whole Data Set,1,24.06152,24.13,0.00017,115.352,1.64,12.4,41.816,0.702,0.659,0.2,0.141,3.121,0.215,0.603,0.182,0.02,12/23/22 12:02,3,12.03916667,Zachary Noel,31:f4:e8:3e,3,DF,22,93.43,4,,,control drought
3180213,Whole Data Set,1,21.71289,24.35,0.00017,151.201,1.84,5.39,16.63,0.4,0.72,0.2,0.08,1.561,0.208,0.58,0.212,0.026,12/23/22 12:03,4,12.06166667,Zachary Noel,31:f4:e8:3e,4,OEO-198,22,107.89,4,,,L. elongata OEO-198
3180215,Whole Data Set,1,24.42285,24.43,0.00025,145.898,6.58,10.99,39.523,0.777,0.618,0.215,0.167,1.478,0.036,0.602,0.362,0.036,12/23/22 12:04,5,12.06944444,Zachary Noel,31:f4:e8:3e,5,CCH_F37_B,22,105.71,3,,,P. citrinum CCH_F37_B
3180216,Whole Data Set,1,25.00195,24.54,0.00037,84.248,6.29,54.91,225.142,1.466,0.542,0.186,0.273,1.745,0.075,0.616,0.309,0.031,12/23/22 12:04,6,12.07916667,Zachary Noel,31:f4:e8:3e,6,OEO-305,22,102.87,3,,,M. alpina OEO-305
3180217,Whole Data Set,1,25.36523,24.65,0.00039,175.073,2.96,68.61,250.357,0.751,0.609,0.223,0.168,0.529,0.548,-0.244,0.696,0.068,12/23/22 12:05,7,12.08833333,Zachary Noel,31:f4:e8:3e,7,NVP5,22,107.11,3,,,M. elongata NVP
3180218,Whole Data Set,1,25.37207,24.77,0.00069,148.699,3.08,52.14,185.074,0.603,0.626,0.233,0.141,1.655,0.23,0.589,0.18,0.103,12/23/22 12:05,8,12.09666667,Zachary Noel,31:f4:e8:3e,8,OEO-304,22,104.32,2,,,M. calciphila OEO-304
3180219,Whole Data Set,1,23.58008,24.94,0.00015,448.892,7.05,8.88,28.256,0.719,0.698,0.175,0.126,1.17,0.698,-0.069,0.371,0.067,12/23/22 12:06,9,12.10805556,Zachary Noel,31:f4:e8:3e,9,NDF,22,246.11,0,,,control No-drought
3180220,Whole Data Set,1,24.06543,25.09,0.00007,444.205,3.62,22.03,68.008,0.403,0.72,0.2,0.08,0.859,0.841,-0.272,0.431,0.031,12/23/22 12:06,10,12.11555556,Zachary Noel,31:f4:e8:3e,10,OEO-305,22,104.08,4,,,M. alpina OEO-305
3180221,Whole Data Set,1,24.09668,25.23,0.00017,927,3.58,2.42,6.947,0.359,0.773,0.167,0.06,1.26,0.757,0.012,0.231,0.158,12/23/22 12:07,11,12.12305556,Zachary Noel,31:f4:e8:3e,11,DF,22,95.83,4,,,control drought
3180223,Whole Data Set,1,23.86719,25.4,0.00012,91.705,3.71,13.69,45.461,1.028,0.669,0.163,0.168,0.681,0.419,-0.226,0.807,0.011,12/23/22 12:07,12,12.1325,Zachary Noel,31:f4:e8:3e,12,OEO-198,22,109.3,3,,,L. elongata OEO-198
3180229,Whole Data Set,1,17.39648,26.59,0.00102,71.635,2.92,65.16,561.227,0.807,0.258,0.41,0.331,2.498,0.191,0.594,0.215,0.073,12/23/22 12:16,13,12.28083333,Zachary Noel,31:f4:e8:3e,13,OEO-304,22,99.03,3,,,M. calciphila OEO-304
3180231,Whole Data Set,1,19.52148,26.64,0.00029,184.372,2.87,40.39,137.882,0.495,0.651,0.233,0.115,1.108,0.5,0.603,-0.103,0.053,12/23/22 12:17,14,12.28972222,Zachary Noel,31:f4:e8:3e,14,OEO-196,22,104.15,3,,,L. elongata OEO-196
3180232,Whole Data Set,1,22.29785,26.77,0.00065,170.356,2.88,79.89,325.763,0.897,0.545,0.24,0.215,1.52,0.204,0.188,0.608,0.111,12/23/22 12:18,15,12.30111111,Zachary Noel,31:f4:e8:3e,15,NVP5,22,98.7,4,,,M. elongata NVP
3180233,Whole Data Set,1,22.08594,26.86,0.00151,37.326,2.93,58.35,272.388,1.692,0.476,0.195,0.329,2.139,0.299,0.326,0.375,0.056,12/23/22 12:18,16,12.31055556,Zachary Noel,31:f4:e8:3e,16,CCH_F37_B,22,105.99,3,,,P. citrinum CCH_F37_B
3180235,Whole Data Set,1,21.41016,27.02,0.00103,98.278,2.99,47.27,1522.499,0.917,0.069,0.485,0.445,0.84,0.023,0.096,0.881,0.101,12/23/22 12:19,17,12.32194444,Zachary Noel,31:f4:e8:3e,17,OEO-305,22,107.78,1,,,M. alpina OEO-305
3180236,Whole Data Set,1,21.36719,27.12,0.00034,157.559,3.17,63.35,246.101,1.276,0.572,0.188,0.24,-0.066,-1.145,6.868,-4.723,0.054,12/23/22 12:19,18,12.33055556,Zachary Noel,31:f4:e8:3e,18,NDF,22,292.72,0,,,control No-drought
3180237,Whole Data Set,1,20.30664,27.29,0.00036,19.875,4.7,3.68,11.786,0.424,0.693,0.216,0.091,1.814,0.058,0.735,0.207,0.007,12/23/22 12:20,19,12.33944444,Zachary Noel,31:f4:e8:3e,19,CCH_F37_B,22,101.69,4,,,P. citrinum CCH_F37_B
3180239,Whole Data Set,1,20.07617,27.5,0.00008,887.106,3.33,1.47,4.824,0.626,0.679,0.197,0.124,1.54,0.569,0.061,0.37,0.071,12/23/22 12:21,20,12.35055556,Zachary Noel,31:f4:e8:3e,20,OEO-304,22,105.35,4,,,M. calciphila OEO-304
3180240,Whole Data Set,1,20.78027,27.66,0.00023,209.397,3.35,48.03,154.455,0.334,0.691,0.232,0.077,0.523,1.25,-0.375,0.124,0.048,12/23/22 12:21,21,12.35972222,Zachary Noel,31:f4:e8:3e,21,OEO-196,22,107.44,3,,,L. elongata OEO-196
3180241,Whole Data Set,1,19.9248,27.88,0.00041,122.763,3.71,48.67,172.231,0.42,0.628,0.262,0.11,1.592,0.268,0.375,0.357,0.05,12/23/22 12:22,22,12.36972222,Zachary Noel,31:f4:e8:3e,22,DF,22,104.94,3,,,control drought
3180242,Whole Data Set,1,19.30859,28.11,0.00085,109.287,3.44,66.69,450.445,0.844,0.329,0.364,0.307,0.947,0.131,0.287,0.582,0.093,12/23/22 12:22,23,12.38083333,Zachary Noel,31:f4:e8:3e,23,NVP5,22,110.24,3,,,M. elongata NVP
3180244,Whole Data Set,1,19.34082,28.29,0.00071,100.22,3.44,57.18,267.502,0.481,0.475,0.354,0.171,0.631,0.169,0.042,0.788,0.071,12/23/22 12:23,24,12.38944444,Zachary Noel,31:f4:e8:3e,24,OEO-198,22,108.73,2,,,L. elongata OEO-198
3180245,Whole Data Set,1,17.68945,28.57,0.00005,-184.862,3.46,1.44,4.188,0.119,0.765,0.21,0.025,0.647,0.544,-0.005,0.461,-0.009,12/23/22 12:24,25,12.40194444,Zachary Noel,31:f4:e8:3e,25,OEO-198,22,107.46,4,,,L. elongata OEO-198
3180246,Whole Data Set,1,18.22852,28.78,0.00062,99.461,3.41,49.24,182.671,0.839,0.599,0.218,0.183,1.221,0.502,0.56,-0.061,0.062,12/23/22 12:24,26,12.41194444,Zachary Noel,31:f4:e8:3e,26,OEO-304,22,100.87,3,,,M. calciphila OEO-304
3180247,Whole Data Set,1,18.88867,28.99,0.00052,173.588,3.34,49.2,236.161,2.563,0.463,0.151,0.386,0.582,0.002,-0.447,1.445,0.09,12/23/22 12:25,27,12.42166667,Zachary Noel,31:f4:e8:3e,27,NDF,22,294.07,0,,,control No-drought
3180249,Whole Data Set,1,18.95703,29.2,0.00013,305.151,2.39,15.92,46.49,0.119,0.761,0.213,0.025,0.592,1.655,-0.915,0.26,0.04,12/23/22 12:25,28,12.43138889,Zachary Noel,31:f4:e8:3e,28,OEO-196,22,111.2,2,,,L. elongata OEO-196
3180250,Whole Data Set,1,18.51953,29.42,62.10891,0,2.69,3.05,9.722,0.48,0.697,0.205,0.098,0.487,0.466,-0.171,0.705,0,12/23/22 12:26,29,12.44,Zachary Noel,31:f4:e8:3e,29,OEO-305,22,106.18,3,,,M. alpina OEO-305
3180251,Whole Data Set,1,18.56348,29.61,0.00096,63.842,2.84,41.67,183.015,1.471,0.506,0.2,0.294,-0.233,-0.803,4.163,-2.36,0.061,12/23/22 12:26,30,12.44944444,Zachary Noel,31:f4:e8:3e,30,NVP5,22,100.38,3,,,M. elongata NVP
3180253,Whole Data Set,1,17.79883,29.81,0.00074,82.814,2.9,67.85,263.134,0.467,0.573,0.291,0.136,2.105,0.219,0.449,0.332,0.061,12/23/22 12:27,31,12.45805556,Zachary Noel,31:f4:e8:3e,31,DF,22,105.57,4,,,control drought
3180254,Whole Data Set,1,17.28613,30,0.00018,263.262,2.37,28.17,94.152,0.6,0.665,0.21,0.126,0.313,2.762,-1.853,0.091,0.047,12/23/22 12:28,32,12.4675,Zachary Noel,31:f4:e8:3e,32,CCH_F37_B,22,107.94,3,,,P. citrinum CCH_F37_B
3180255,Whole Data Set,1,16.24512,30.31,0.00128,42.103,1.58,32.4,289.192,3.384,0.249,0.171,0.58,0.742,0.042,-0.539,1.497,0.054,12/23/22 12:28,33,12.48277778,Zachary Noel,31:f4:e8:3e,33,NDF,22,na,0,,,control No-drought
3180257,Whole Data Set,1,17.5459,30.47,0.00014,-228.389,2.04,3.97,13.059,0.782,0.675,0.182,0.143,0.481,2.109,-1.49,0.381,-0.032,12/23/22 12:29,34,12.49361111,Zachary Noel,31:f4:e8:3e,34,OEO-305,22,na,2,,,M. alpina OEO-305
3180258,Whole Data Set,1,16.72852,30.62,0.00031,217.772,1.75,51.29,188.1,0.857,0.606,0.212,0.182,0.694,1.219,-0.403,0.184,0.068,12/23/22 12:30,35,12.5025,Zachary Noel,31:f4:e8:3e,35,NVP5,22,na,2,,,M. elongata NVP
3180259,Whole Data Set,1,17.11035,30.8,0.00017,500.037,1.75,22.67,69.773,0.305,0.722,0.213,0.065,0.216,1.322,-1.252,0.93,0.085,12/23/22 12:30,36,12.51138889,Zachary Noel,31:f4:e8:3e,36,CCH_F37_B,22,na,2,,,P. citrinum CCH_F37_B
3180261,Whole Data Set,1,17.28613,30.95,0.0009,98.964,2.08,80.75,325.07,0.726,0.552,0.259,0.188,1.226,0.182,0.427,0.391,0.089,12/23/22 12:31,37,12.52027778,Zachary Noel,31:f4:e8:3e,37,OEO-304,22,na,4,,,M. calciphila OEO-304
